"","id","age","gender","race","income","education","region","hesitancy_q1","hesitancy_q2"
"3850",3850,43,"Female","White","Medium","Some College","South",4,2
"3851",3851,31,"Female","White","High","Some College","South",2,2
"3852",3852,62,"Female","Black","Low","Some College","West",2,5
"3853",3853,58,"Male","White","Medium","High School or less","Midwest",5,3
"3854",3854,73,"Female","Hispanic","Medium","Bachelor's or higher","West",3,2
"3855",3855,53,"Female","White","High","High School or less","West",1,5
"3856",3856,53,"Male","Black","Medium","High School or less","Midwest",2,4
"3857",3857,77,"Male","White","Low","High School or less","South",3,1
"3858",3858,53,"Male","Hispanic","Medium","Some College","Midwest",3,2
"3859",3859,62,"Female","White","Low","High School or less","South",4,3
"3860",3860,59,"Female","Black","Low","Bachelor's or higher","South",4,2
"3861",3861,49,"Female","White","Low","Some College","West",5,1
"3862",3862,40,"Female","White","Medium","High School or less","South",3,2
"3863",3863,44,"Female","Asian","High","Bachelor's or higher","South",1,4
"3864",3864,18,"Female","Asian","Low","Some College","Northeast",4,2
"3865",3865,73,"Male","White","Medium","Bachelor's or higher","South",2,2
"3866",3866,21,"Female","Other","Medium","High School or less","South",5,5
"3867",3867,39,"Male","White","Medium","High School or less","West",4,3
"3868",3868,43,"Male","Black","Medium","Bachelor's or higher","Midwest",3,5
"3869",3869,72,"Female","White","Low","High School or less","South",4,4
"3870",3870,51,"Female","White","Medium","High School or less","South",4,2
"3871",3871,67,"Female","White","Low","Bachelor's or higher","South",4,2
"3872",3872,45,"Male","Black","Low","Bachelor's or higher","South",5,3
"3873",3873,80,"Male","White","High","Bachelor's or higher","Northeast",2,2
"3874",3874,59,"Female","White","Medium","Bachelor's or higher","Northeast",3,3
"3875",3875,60,"Male","Hispanic","Medium","Some College","West",2,2
"3876",3876,66,"Male","White","High","Bachelor's or higher","West",3,3
"3877",3877,23,"Male","White","Medium","Some College","Midwest",2,5
"3878",3878,50,"Female","White","High","Bachelor's or higher","South",4,4
"3879",3879,54,"Male","White","Medium","Some College","South",3,2
"3880",3880,36,"Female","White","High","Some College","Northeast",1,3
"3881",3881,50,"Female","Hispanic","Low","High School or less","Midwest",3,3
"3882",3882,37,"Male","Hispanic","Medium","Some College","Midwest",2,3
"3883",3883,54,"Female","White","Medium","Bachelor's or higher","West",4,2
"3884",3884,18,"Female","White","Low","Bachelor's or higher","Northeast",1,5
"3885",3885,55,"Female","Asian","Medium","Bachelor's or higher","South",5,4
"3886",3886,39,"Male","White","Low","High School or less","West",4,4
"3887",3887,67,"Male","Asian","High","High School or less","South",2,4
"3888",3888,18,"Female","White","Low","Some College","South",3,3
"3889",3889,51,"Female","Black","Medium","Some College","Midwest",4,4
"3890",3890,46,"Male","Black","High","High School or less","South",5,3
"3891",3891,67,"Female","Black","Low","Bachelor's or higher","South",2,3
"3892",3892,22,"Male","White","Medium","Bachelor's or higher","South",3,3
"3893",3893,40,"Female","Other","Medium","Some College","South",3,5
"3894",3894,63,"Male","White","Low","Bachelor's or higher","West",5,4
"3895",3895,61,"Female","White","High","Some College","South",5,4
"3896",3896,56,"Male","Hispanic","High","High School or less","Midwest",2,2
"3897",3897,55,"Female","White","Low","Some College","Northeast",4,3
"3898",3898,20,"Male","Hispanic","Low","Some College","West",4,2
"3899",3899,65,"Male","White","Low","High School or less","West",4,3
"3900",3900,54,"Male","Hispanic","High","Some College","South",3,4
"3901",3901,18,"Female","White","Medium","Bachelor's or higher","Northeast",3,4
"3902",3902,47,"Female","White","High","Some College","Midwest",3,2
"3903",3903,67,"Male","White","Medium","High School or less","Midwest",5,5
"3904",3904,63,"Female","White","High","High School or less","South",3,3
"3905",3905,39,"Male","White","Low","High School or less","Northeast",3,2
"3906",3906,66,"Female","White","Medium","Some College","West",5,4
"3907",3907,43,"Male","White","Medium","Some College","Midwest",4,5
"3908",3908,57,"Male","White","Low","High School or less","South",4,3
"3909",3909,67,"Male","White","High","High School or less","West",5,2
"3910",3910,57,"Male","White","Low","High School or less","Midwest",1,1
"3911",3911,38,"Female","White","High","Some College","West",1,2
"3912",3912,65,"Female","White","High","Some College","West",5,5
"3913",3913,77,"Female","White","High","Bachelor's or higher","West",4,3
"3914",3914,33,"Female","Other","Medium","Some College","Midwest",3,4
"3915",3915,47,"Female","Black","High","High School or less","Northeast",5,1
"3916",3916,68,"Male","White","Low","High School or less","South",4,2
"3917",3917,35,"Female","Hispanic","Low","Bachelor's or higher","Northeast",2,4
"3918",3918,19,"Male","White","Low","High School or less","Midwest",2,5
"3919",3919,41,"Female","White","Medium","High School or less","Northeast",4,3
"3920",3920,69,"Female","White","Low","Bachelor's or higher","West",5,1
"3921",3921,25,"Female","White","High","Some College","West",1,5
"3922",3922,46,"Male","Hispanic","High","Some College","South",1,2
"3923",3923,67,"Male","Asian","Low","Some College","South",3,5
"3924",3924,51,"Female","Hispanic","Medium","Bachelor's or higher","South",3,5
"3925",3925,60,"Female","Asian","Low","Bachelor's or higher","South",4,2
"3926",3926,79,"Female","White","Low","Some College","West",2,3
"3927",3927,66,"Female","Other","High","Bachelor's or higher","South",4,2
"3928",3928,61,"Female","White","High","High School or less","Northeast",3,4
"3929",3929,59,"Female","White","High","Some College","West",4,4
"3930",3930,29,"Male","White","Medium","Some College","South",2,1
"3931",3931,65,"Male","Black","Low","High School or less","South",5,5
"3932",3932,60,"Male","Hispanic","High","High School or less","West",5,3
"3933",3933,57,"Female","Asian","Medium","Bachelor's or higher","South",4,2
"3934",3934,51,"Female","White","Medium","Some College","Midwest",5,5
"3935",3935,27,"Male","White","High","Some College","West",5,3
"3936",3936,53,"Male","Black","High","Some College","South",3,3
"3937",3937,73,"Female","Hispanic","High","Some College","South",5,3
"3938",3938,39,"Male","Hispanic","Low","High School or less","West",3,5
"3939",3939,18,"Male","Hispanic","Low","Bachelor's or higher","South",1,5
"3940",3940,83,"Male","Black","Medium","High School or less","Northeast",4,2
"3941",3941,40,"Female","Black","High","High School or less","Northeast",4,4
"3942",3942,71,"Female","White","Medium","Some College","South",2,5
"3943",3943,61,"Female","Hispanic","High","High School or less","South",1,2
"3944",3944,80,"Female","Hispanic","High","High School or less","Northeast",1,4
"3945",3945,49,"Male","White","Medium","High School or less","South",1,4
"3946",3946,45,"Male","White","Medium","High School or less","South",4,4
"3947",3947,81,"Male","Hispanic","Low","Some College","Northeast",5,4
"3948",3948,89,"Female","White","Low","High School or less","Midwest",3,5
"3949",3949,56,"Female","White","Medium","Bachelor's or higher","South",5,2
"3950",3950,53,"Female","Hispanic","Medium","Some College","South",3,3
"3951",3951,63,"Female","Hispanic","High","Some College","South",4,5
"3952",3952,38,"Female","White","Medium","Bachelor's or higher","Northeast",4,3
"3953",3953,59,"Female","White","Low","High School or less","West",3,3
"3954",3954,32,"Female","White","High","High School or less","West",2,5
"3955",3955,45,"Male","Hispanic","Medium","High School or less","South",2,5
"3956",3956,64,"Female","White","High","Some College","Northeast",2,2
"3957",3957,36,"Male","White","Low","Some College","Northeast",1,2
"3958",3958,65,"Female","Hispanic","Medium","High School or less","South",5,5
"3959",3959,59,"Male","Hispanic","Low","Some College","South",2,2
"3960",3960,76,"Female","White","Low","High School or less","Midwest",2,3
"3961",3961,89,"Male","White","High","High School or less","West",2,3
"3962",3962,40,"Male","Hispanic","High","High School or less","Northeast",4,2
"3963",3963,57,"Male","White","Low","Some College","South",3,3
"3964",3964,78,"Male","White","Medium","High School or less","South",5,1
"3965",3965,54,"Female","White","Medium","High School or less","Midwest",5,5
"3966",3966,38,"Male","Hispanic","Low","Some College","West",5,5
"3967",3967,32,"Female","Hispanic","High","High School or less","West",2,4
"3968",3968,75,"Female","Black","High","Some College","Midwest",2,1
"3969",3969,90,"Male","Other","Medium","High School or less","Northeast",3,3
"3970",3970,31,"Male","White","Medium","High School or less","Midwest",1,4
"3971",3971,52,"Male","Hispanic","High","High School or less","Northeast",3,4
"3972",3972,22,"Male","Black","Medium","High School or less","Northeast",3,3
"3973",3973,51,"Female","White","Medium","High School or less","South",1,3
"3974",3974,44,"Female","Hispanic","Medium","High School or less","West",2,5
"3975",3975,50,"Male","White","High","Bachelor's or higher","West",2,5
"3976",3976,90,"Male","White","Low","High School or less","South",2,5
"3977",3977,25,"Male","White","Low","Some College","South",4,2
"3978",3978,58,"Female","White","Medium","Bachelor's or higher","South",5,4
"3979",3979,83,"Male","Black","Low","Bachelor's or higher","West",3,4
"3980",3980,39,"Male","Hispanic","Medium","High School or less","South",5,5
"3981",3981,35,"Male","Asian","Medium","High School or less","West",3,2
"3982",3982,51,"Female","White","Medium","High School or less","West",2,3
"3983",3983,73,"Female","White","Low","High School or less","Northeast",3,5
"3984",3984,44,"Female","White","Low","Some College","South",5,5
"3985",3985,32,"Female","White","High","Some College","Northeast",4,3
"3986",3986,51,"Male","Black","High","Bachelor's or higher","South",5,2
"3987",3987,18,"Female","White","Low","High School or less","Midwest",4,5
"3988",3988,23,"Female","White","Medium","Bachelor's or higher","Northeast",2,4
"3989",3989,70,"Female","White","Low","Bachelor's or higher","Midwest",1,3
"3990",3990,58,"Female","White","Low","Bachelor's or higher","West",4,3
"3991",3991,18,"Female","White","Medium","High School or less","South",5,4
"3992",3992,61,"Female","Hispanic","High","Some College","Northeast",2,3
"3993",3993,18,"Male","Hispanic","High","Bachelor's or higher","Midwest",5,2
"3994",3994,42,"Female","White","High","Bachelor's or higher","West",1,2
"3995",3995,55,"Male","White","Medium","Some College","West",2,4
"3996",3996,24,"Female","White","High","High School or less","South",4,4
"3997",3997,73,"Female","Hispanic","Medium","High School or less","South",3,3
"3998",3998,72,"Male","White","Low","High School or less","Midwest",4,3
"3999",3999,38,"Female","White","Medium","Bachelor's or higher","South",3,4
"4000",4000,70,"Female","White","Low","High School or less","Northeast",3,4
"4001",4001,54,"Female","White","High","Bachelor's or higher","Midwest",4,4
"4002",4002,62,"Female","White","Medium","Bachelor's or higher","South",5,5
"4003",4003,62,"Male","White","Low","Bachelor's or higher","West",1,2
"4004",4004,27,"Female","Black","High","Bachelor's or higher","South",5,1
"4005",4005,18,"Male","White","Medium","Bachelor's or higher","South",1,4
"4006",4006,90,"Male","White","High","Bachelor's or higher","West",1,4
"4007",4007,54,"Male","White","High","Bachelor's or higher","South",4,4
"4008",4008,57,"Female","White","High","High School or less","Midwest",3,4
"4009",4009,29,"Male","Hispanic","High","Bachelor's or higher","Northeast",2,3
"4010",4010,70,"Male","White","Low","Bachelor's or higher","South",2,3
"4011",4011,83,"Female","Black","Low","Some College","South",4,2
"4012",4012,78,"Female","Hispanic","High","Bachelor's or higher","Northeast",3,4
"4013",4013,18,"Female","White","Medium","High School or less","Midwest",4,5
"4014",4014,31,"Male","White","Low","High School or less","Northeast",5,3
"4015",4015,52,"Male","White","Low","Some College","Northeast",3,2
"4016",4016,63,"Male","Black","Low","Bachelor's or higher","Midwest",3,3
"4017",4017,40,"Male","White","High","Bachelor's or higher","Northeast",4,3
"4018",4018,35,"Female","White","High","High School or less","South",5,4
"4019",4019,54,"Male","Hispanic","Medium","High School or less","Midwest",2,3
"4020",4020,33,"Male","White","High","High School or less","South",4,1
"4021",4021,87,"Female","White","High","Some College","South",3,3
"4022",4022,18,"Female","White","Medium","Bachelor's or higher","West",3,5
"4023",4023,59,"Female","White","Medium","Some College","West",5,3
"4024",4024,18,"Female","White","High","High School or less","Midwest",3,5
"4025",4025,41,"Male","White","Low","Some College","South",2,2
"4026",4026,77,"Male","White","High","Bachelor's or higher","South",4,5
"4027",4027,70,"Male","Black","High","High School or less","South",1,3
"4028",4028,25,"Male","Other","High","Some College","West",3,2
"4029",4029,23,"Male","Hispanic","High","Bachelor's or higher","West",4,5
"4030",4030,51,"Female","Hispanic","High","High School or less","South",5,3
"4031",4031,33,"Female","Asian","High","Some College","Midwest",4,4
"4032",4032,57,"Male","Other","Medium","Bachelor's or higher","Northeast",4,3
"4033",4033,32,"Female","Other","Medium","Bachelor's or higher","Northeast",3,4
"4034",4034,21,"Female","White","Low","High School or less","West",3,1
"4035",4035,42,"Male","Hispanic","High","Bachelor's or higher","West",5,1
"4036",4036,28,"Female","White","Low","Some College","South",5,2
"4037",4037,70,"Female","White","Medium","High School or less","West",4,4
"4038",4038,44,"Male","White","Low","High School or less","West",5,3
"4039",4039,49,"Male","Black","High","Bachelor's or higher","West",2,2
"4040",4040,75,"Female","White","Medium","Some College","West",2,5
"4041",4041,83,"Female","Hispanic","Medium","Some College","West",4,3
"4042",4042,49,"Male","White","High","Bachelor's or higher","Midwest",5,2
"4043",4043,56,"Female","Other","Medium","High School or less","South",5,1
"4044",4044,74,"Male","Hispanic","Medium","Bachelor's or higher","South",2,3
"4045",4045,47,"Male","Hispanic","Low","Bachelor's or higher","South",3,5
"4046",4046,31,"Male","White","Medium","High School or less","West",4,5
"4047",4047,68,"Male","White","Medium","High School or less","South",3,4
"4048",4048,23,"Female","White","Low","Some College","Midwest",1,5
"4049",4049,46,"Male","Black","Low","High School or less","Midwest",1,4
"4050",4050,43,"Male","Hispanic","High","Bachelor's or higher","West",5,2
"4051",4051,41,"Male","White","Low","High School or less","Northeast",2,4
"4052",4052,18,"Female","White","Low","Some College","Midwest",4,5
"4053",4053,39,"Female","Hispanic","Low","High School or less","South",4,5
"4054",4054,73,"Male","Black","High","Some College","Midwest",5,2
"4055",4055,42,"Male","Asian","Low","Bachelor's or higher","South",5,4
"4056",4056,39,"Female","Black","Medium","Some College","South",4,3
"4057",4057,38,"Female","White","Low","High School or less","West",3,5
"4058",4058,34,"Male","White","Low","Bachelor's or higher","South",3,3
"4059",4059,53,"Male","White","Medium","Some College","Midwest",3,3
"4060",4060,61,"Male","White","Low","Some College","Midwest",3,1
"4061",4061,76,"Female","White","Medium","Bachelor's or higher","South",4,4
"4062",4062,22,"Male","White","High","High School or less","Midwest",4,4
"4063",4063,57,"Female","White","Low","Some College","South",4,2
"4064",4064,47,"Male","White","Medium","Some College","Northeast",3,4
"4065",4065,55,"Male","White","Medium","Bachelor's or higher","South",4,4
"4066",4066,31,"Male","Hispanic","High","High School or less","South",1,5
"4067",4067,51,"Female","White","Low","Bachelor's or higher","Midwest",5,4
"4068",4068,29,"Male","White","Low","Some College","South",5,5
"4069",4069,62,"Female","Hispanic","High","Bachelor's or higher","Northeast",2,2
"4070",4070,33,"Female","Hispanic","Medium","Bachelor's or higher","Midwest",2,4
"4071",4071,51,"Male","Black","Medium","Some College","West",3,3
"4072",4072,18,"Female","Hispanic","High","Some College","Northeast",1,2
"4073",4073,56,"Male","White","Low","High School or less","Midwest",4,2
"4074",4074,70,"Male","White","High","High School or less","West",2,5
"4075",4075,64,"Male","Hispanic","Medium","High School or less","South",3,5
"4076",4076,69,"Female","White","Medium","High School or less","South",2,1
"4077",4077,26,"Male","Hispanic","Medium","Bachelor's or higher","South",4,5
"4078",4078,47,"Male","White","Low","Bachelor's or higher","Midwest",3,2
"4079",4079,49,"Female","White","Medium","Bachelor's or higher","South",3,3
"4080",4080,63,"Male","Black","Low","High School or less","South",3,4
"4081",4081,47,"Male","Hispanic","Low","High School or less","South",4,5
"4082",4082,46,"Female","White","Medium","Bachelor's or higher","Midwest",5,3
"4083",4083,80,"Male","White","Low","High School or less","South",1,2
"4084",4084,70,"Male","Other","Medium","Bachelor's or higher","South",5,2
"4085",4085,18,"Male","White","High","High School or less","Northeast",2,5
"4086",4086,43,"Female","White","Medium","Bachelor's or higher","South",3,2
"4087",4087,32,"Female","White","Low","Bachelor's or higher","South",1,2
"4088",4088,90,"Male","White","High","High School or less","South",1,4
"4089",4089,41,"Female","Asian","Medium","High School or less","Midwest",5,3
"4090",4090,71,"Male","Asian","Medium","Some College","South",4,5
"4091",4091,52,"Male","White","High","High School or less","Midwest",4,5
"4092",4092,52,"Female","White","Medium","Bachelor's or higher","West",3,4
"4093",4093,59,"Male","White","Medium","Some College","South",3,4
"4094",4094,47,"Male","Black","High","Some College","Midwest",4,3
"4095",4095,65,"Female","Asian","Medium","High School or less","Midwest",2,3
"4096",4096,60,"Male","Black","Medium","High School or less","South",5,3
"4097",4097,20,"Female","Other","Medium","High School or less","Northeast",5,2
"4098",4098,40,"Female","Hispanic","Low","High School or less","South",5,2
"4099",4099,41,"Male","White","Medium","High School or less","West",5,5
"4100",4100,41,"Male","Asian","Low","High School or less","Midwest",4,3
"4101",4101,69,"Male","White","Medium","Some College","West",4,2
"4102",4102,77,"Female","Black","High","High School or less","South",3,3
"4103",4103,33,"Male","White","Medium","Bachelor's or higher","West",5,3
"4104",4104,60,"Male","White","High","High School or less","Midwest",3,2
"4105",4105,29,"Female","White","Medium","High School or less","South",4,4
"4106",4106,40,"Male","White","High","Some College","Northeast",3,2
"4107",4107,55,"Female","White","Low","Some College","West",4,2
"4108",4108,47,"Female","Asian","Medium","Bachelor's or higher","South",4,2
"4109",4109,38,"Male","White","High","Bachelor's or higher","Midwest",5,2
"4110",4110,27,"Male","Hispanic","Low","Bachelor's or higher","South",3,5
"4111",4111,44,"Female","White","High","High School or less","West",2,4
"4112",4112,51,"Female","White","Medium","High School or less","Midwest",1,3
"4113",4113,60,"Female","Asian","Low","High School or less","South",3,4
"4114",4114,34,"Male","Black","Medium","High School or less","South",1,5
"4115",4115,61,"Male","White","Medium","Some College","South",2,4
"4116",4116,29,"Female","White","Low","Bachelor's or higher","Midwest",5,4
"4117",4117,40,"Male","White","High","Some College","Northeast",4,4
"4118",4118,58,"Female","Hispanic","Low","Bachelor's or higher","Midwest",5,3
"4119",4119,38,"Female","Asian","Low","Bachelor's or higher","South",3,5
"4120",4120,36,"Male","White","Medium","High School or less","South",2,2
"4121",4121,49,"Female","Asian","Medium","Bachelor's or higher","Northeast",2,4
"4122",4122,51,"Male","Hispanic","Low","High School or less","Midwest",2,5
"4123",4123,67,"Female","White","Medium","Some College","Northeast",5,3
"4124",4124,46,"Male","White","Medium","High School or less","South",5,5
"4125",4125,19,"Male","White","Medium","Bachelor's or higher","South",4,1
"4126",4126,38,"Male","White","Medium","Bachelor's or higher","South",3,3
"4127",4127,39,"Female","White","Medium","Bachelor's or higher","South",2,5
"4128",4128,33,"Male","Hispanic","Low","Bachelor's or higher","South",3,5
"4129",4129,56,"Male","White","High","Bachelor's or higher","South",4,3
"4130",4130,90,"Female","Hispanic","High","Some College","West",4,2
"4131",4131,64,"Female","White","Low","High School or less","South",3,3
"4132",4132,47,"Male","Black","Medium","High School or less","Midwest",3,4
"4133",4133,59,"Female","Hispanic","High","High School or less","Midwest",5,5
"4134",4134,76,"Female","White","Medium","High School or less","South",1,1
"4135",4135,44,"Male","White","Medium","Bachelor's or higher","Midwest",1,1
"4136",4136,62,"Male","White","Medium","High School or less","South",5,1
"4137",4137,60,"Male","Hispanic","Medium","High School or less","South",4,5
"4138",4138,48,"Male","White","Medium","Bachelor's or higher","South",1,2
"4139",4139,51,"Male","White","High","Some College","West",3,3
"4140",4140,62,"Female","White","Low","High School or less","South",3,5
"4141",4141,50,"Female","White","Low","Some College","West",1,4
"4142",4142,44,"Female","White","High","High School or less","West",1,4
"4143",4143,39,"Female","White","Medium","Some College","Midwest",4,5
"4144",4144,55,"Female","White","Low","Bachelor's or higher","West",2,5
"4145",4145,49,"Female","Hispanic","High","Some College","South",2,1
"4146",4146,43,"Male","Black","Medium","Some College","Northeast",4,2
"4147",4147,53,"Female","White","High","High School or less","Northeast",4,3
"4148",4148,36,"Female","White","Low","High School or less","Midwest",3,1
"4149",4149,36,"Male","White","Medium","High School or less","West",4,4
"4150",4150,75,"Female","White","Medium","Some College","South",4,5
"4151",4151,34,"Male","White","Low","High School or less","South",3,4
"4152",4152,56,"Male","White","Low","Bachelor's or higher","South",4,2
"4153",4153,33,"Female","White","Low","Bachelor's or higher","Northeast",3,4
"4154",4154,46,"Female","White","Medium","High School or less","West",2,3
"4155",4155,57,"Female","Hispanic","Low","High School or less","South",5,4
"4156",4156,32,"Female","White","Medium","High School or less","Northeast",4,1
"4157",4157,61,"Female","White","Medium","High School or less","Midwest",4,4
"4158",4158,54,"Male","Hispanic","High","Some College","Midwest",4,5
"4159",4159,44,"Female","White","Low","Some College","West",5,3
"4160",4160,54,"Female","Black","Medium","Bachelor's or higher","Midwest",4,4
"4161",4161,51,"Female","White","Medium","Bachelor's or higher","West",4,4
"4162",4162,35,"Female","White","Low","Some College","South",5,5
"4163",4163,25,"Female","White","High","Some College","South",3,4
"4164",4164,52,"Female","White","Medium","Some College","South",2,2
"4165",4165,32,"Female","Black","Medium","Bachelor's or higher","Midwest",3,4
"4166",4166,49,"Male","Other","Medium","High School or less","West",5,4
"4167",4167,20,"Male","White","Medium","Bachelor's or higher","Northeast",4,5
"4168",4168,33,"Female","Black","High","High School or less","Northeast",1,2
"4169",4169,55,"Male","White","High","High School or less","Midwest",2,2
"4170",4170,69,"Female","White","Medium","Some College","Northeast",4,4
"4171",4171,53,"Female","White","Low","Some College","South",1,4
"4172",4172,32,"Female","Black","Medium","High School or less","West",4,2
"4173",4173,43,"Female","White","Medium","Bachelor's or higher","South",3,5
"4174",4174,70,"Female","White","Medium","High School or less","Northeast",3,2
"4175",4175,59,"Female","White","Medium","Some College","Northeast",5,2
"4176",4176,64,"Male","White","High","High School or less","West",5,2
"4177",4177,68,"Female","White","High","Bachelor's or higher","West",2,2
"4178",4178,57,"Female","White","Low","Some College","South",5,5
"4179",4179,70,"Male","Asian","Medium","Some College","West",4,2
"4180",4180,32,"Female","White","High","Some College","South",1,2
"4181",4181,55,"Male","White","Medium","Bachelor's or higher","West",1,5
"4182",4182,44,"Male","White","Low","High School or less","West",4,2
"4183",4183,54,"Female","White","Medium","High School or less","West",3,3
"4184",4184,74,"Male","White","High","Bachelor's or higher","Northeast",1,4
"4185",4185,59,"Male","White","Low","Bachelor's or higher","Midwest",3,3
"4186",4186,39,"Male","White","High","High School or less","Midwest",1,4
"4187",4187,44,"Female","Hispanic","High","High School or less","Northeast",5,5
"4188",4188,33,"Female","White","High","High School or less","Midwest",2,2
"4189",4189,48,"Male","White","High","Bachelor's or higher","South",2,1
"4190",4190,41,"Female","Hispanic","High","Some College","Northeast",3,3
"4191",4191,64,"Female","Hispanic","High","High School or less","South",3,3
"4192",4192,41,"Female","Hispanic","High","Some College","South",2,2
"4193",4193,63,"Male","Hispanic","Medium","High School or less","West",5,3
"4194",4194,63,"Male","Black","Medium","High School or less","South",3,5
"4195",4195,42,"Female","White","Medium","High School or less","South",5,5
"4196",4196,76,"Male","White","Low","High School or less","South",5,3
"4197",4197,50,"Female","White","Low","Some College","Northeast",1,1
"4198",4198,38,"Female","Other","Low","Bachelor's or higher","South",3,4
"4199",4199,51,"Female","White","High","Bachelor's or higher","South",3,5
"4200",4200,32,"Female","White","High","Some College","South",3,4
"4201",4201,62,"Male","White","Low","High School or less","South",5,3
"4202",4202,34,"Female","White","Low","High School or less","West",3,2
"4203",4203,73,"Female","White","High","High School or less","South",2,4
"4204",4204,18,"Male","Hispanic","Low","High School or less","South",3,2
"4205",4205,30,"Female","White","High","Bachelor's or higher","South",2,1
"4206",4206,44,"Female","White","Medium","High School or less","Northeast",2,2
"4207",4207,37,"Female","White","Medium","High School or less","Northeast",3,5
"4208",4208,74,"Male","Hispanic","Medium","Some College","South",2,4
"4209",4209,49,"Male","White","Low","Bachelor's or higher","West",1,2
"4210",4210,56,"Female","White","High","Some College","Midwest",3,4
"4211",4211,63,"Male","White","Medium","Bachelor's or higher","Midwest",4,5
"4212",4212,53,"Female","Hispanic","Low","Bachelor's or higher","South",4,4
"4213",4213,67,"Male","Hispanic","High","Bachelor's or higher","South",3,5
"4214",4214,58,"Female","Hispanic","High","High School or less","Midwest",4,2
"4215",4215,63,"Female","Hispanic","High","Some College","West",4,1
"4216",4216,23,"Male","Black","Low","High School or less","West",5,3
"4217",4217,30,"Female","Hispanic","High","High School or less","Midwest",4,4
"4218",4218,18,"Female","White","Low","Some College","Northeast",5,5
"4219",4219,45,"Female","White","Medium","Bachelor's or higher","Midwest",4,3
"4220",4220,76,"Female","White","Medium","Some College","South",2,4
"4221",4221,32,"Female","White","High","Bachelor's or higher","Midwest",3,4
"4222",4222,56,"Male","White","Medium","High School or less","South",5,1
"4223",4223,58,"Female","White","Low","Bachelor's or higher","West",3,4
"4224",4224,54,"Female","White","Low","Bachelor's or higher","South",2,3
"4225",4225,45,"Male","Asian","Medium","High School or less","West",4,3
"4226",4226,39,"Male","White","High","Some College","Northeast",3,4
"4227",4227,39,"Female","Asian","Low","Bachelor's or higher","South",4,3
"4228",4228,50,"Male","Hispanic","Low","Bachelor's or higher","Midwest",2,1
"4229",4229,73,"Male","Hispanic","Medium","High School or less","Midwest",3,1
"4230",4230,36,"Female","White","Medium","Bachelor's or higher","South",3,5
"4231",4231,48,"Male","White","Medium","Bachelor's or higher","Northeast",4,1
"4232",4232,52,"Female","Asian","High","High School or less","Midwest",2,5
"4233",4233,64,"Female","Hispanic","Medium","Some College","South",1,3
"4234",4234,46,"Female","White","Medium","Bachelor's or higher","Midwest",5,3
"4235",4235,61,"Male","Black","Low","Bachelor's or higher","South",2,3
"4236",4236,23,"Female","White","High","Bachelor's or higher","Northeast",5,2
"4237",4237,63,"Male","White","Low","Bachelor's or higher","West",3,1
"4238",4238,52,"Female","Hispanic","High","Bachelor's or higher","South",1,4
"4239",4239,30,"Female","Black","Low","High School or less","Northeast",3,5
"4240",4240,18,"Male","Hispanic","High","Some College","South",3,5
"4241",4241,43,"Male","White","High","Bachelor's or higher","West",4,1
"4242",4242,62,"Female","Hispanic","High","Bachelor's or higher","South",2,2
"4243",4243,56,"Female","White","Medium","High School or less","Midwest",1,2
"4244",4244,43,"Female","Hispanic","Low","Bachelor's or higher","Northeast",4,5
"4245",4245,51,"Female","Asian","Low","Bachelor's or higher","Midwest",3,3
"4246",4246,53,"Male","Hispanic","Low","Some College","Midwest",2,3
"4247",4247,36,"Female","White","Low","Some College","South",5,3
"4248",4248,51,"Female","White","Medium","Some College","West",4,2
"4249",4249,52,"Male","Hispanic","Medium","High School or less","Midwest",3,5
"4250",4250,37,"Male","Asian","Medium","High School or less","West",4,4
"4251",4251,54,"Male","White","High","High School or less","Midwest",1,1
"4252",4252,56,"Female","White","Low","Bachelor's or higher","Northeast",2,4
"4253",4253,59,"Male","White","High","Bachelor's or higher","South",3,2
"4254",4254,63,"Female","White","Medium","High School or less","South",2,4
"4255",4255,57,"Female","Black","Medium","Some College","Northeast",3,4
"4256",4256,55,"Male","Hispanic","High","High School or less","South",5,2
"4257",4257,48,"Male","Hispanic","Medium","Bachelor's or higher","West",3,1
"4258",4258,58,"Male","Hispanic","Medium","Bachelor's or higher","South",4,2
"4259",4259,27,"Female","White","Medium","High School or less","South",2,3
"4260",4260,62,"Male","Asian","Medium","Bachelor's or higher","West",5,4
"4261",4261,40,"Female","White","High","High School or less","Midwest",3,3
"4262",4262,90,"Male","White","Low","Some College","Northeast",4,4
"4263",4263,39,"Female","Hispanic","Low","Some College","Northeast",5,4
"4264",4264,18,"Female","White","Low","High School or less","Northeast",1,2
"4265",4265,75,"Female","White","Medium","Bachelor's or higher","West",5,5
"4266",4266,39,"Female","Black","High","Some College","South",5,3
"4267",4267,61,"Female","Hispanic","High","High School or less","West",4,4
"4268",4268,54,"Female","Black","High","Bachelor's or higher","South",5,3
"4269",4269,70,"Male","Black","Medium","High School or less","West",2,2
"4270",4270,34,"Female","White","High","Bachelor's or higher","West",5,4
"4271",4271,29,"Female","Asian","Medium","Bachelor's or higher","Midwest",3,3
"4272",4272,69,"Male","White","Low","High School or less","Northeast",5,3
"4273",4273,33,"Female","White","Low","Some College","South",3,3
"4274",4274,22,"Female","Hispanic","High","High School or less","West",2,4
"4275",4275,64,"Male","White","Medium","Some College","West",3,3
"4276",4276,49,"Female","Black","Medium","Bachelor's or higher","West",4,1
"4277",4277,90,"Male","White","High","Some College","South",2,2
