Page number	proj no	State	city	county	name of facility	control	category	type const	adj fac	beds provided	Total	Hill-Burton Funds	Month	Year	Status
305	0075	West Virginia	Berkeley Sprgs	Morgan	Morgan CO War Mem Hosp	3	1	2	4	25	"329,432"	"145,000"	11	61	3
305	0090	West Virginia	Bluefield	Mercer	Glenwood Park Meth Home	1	0	1	-	50	"713,370"	"300,000"	12	65	3
305	0066	West Virginia	Bluefield	Mercer	Mercer CO Phc	3	5	1	-	-	"339,260"	"165,791"	07	59	3
305	0045	West Virginia	Buckhannon	Upshur	Eliz Coplin Leonard Mem	1	1	2	-	13	"258,411"	"140,361"	06	56	3
305	0081	West Virginia	Buckhannon	Upshur	St Josephs Hosp	1	1	6	-	53	"1,765,421"	"669,090"	02	63	3
305	0046	West Virginia	Charleston	Kanawha	Charleston Gen Hosp	1	1	2	6	-	"963,822"	"587,622"	01	56	3
305	0056	West Virginia	Charleston	Kanawha	Charleston Gen Hosp	1	1	5	4	65	"2,238,921"	"1,051,831"	06	59	3
305	8083	West Virginia	Charleston	Kanawha	Charleston Gen Hosp	1	LTU	5	-	-	"117,660"	"58,830"	06	66	3
306	0083	West Virginia	Charleston	Kanawha	Charleston Gen Hosp	1	1	5	4	74	"3,047,467"	"1,523,465"	12	64	3
306	B117	West Virginia	Charleston	Kanawha	Highland Hosp	1	3	3	4	-	"212,060"	"80,000"	06	71	2
306	A117	West Virginia	Charleston	Kanawha	Highland Hosp	1	3	2	-	22	"331,405"	"72,242"	06	71	2
306	0070	West Virginia	Charleston	Kanawha	Highland Hosp	1	3	2	-	21	"169,635"	"84,000"	12	60	3
306	0089	West Virginia	Charleston	Kanawha	Highland Hosp	1	6	5	4	-	"221,540"	"105,538"	06	65	3
306	A084	West Virginia	Charleston	Kanawha	Memorial Hosp	1	1	5	-	100	"3,494,751"	"1,699,351"	06	64	3
306	0055	West Virginia	Charleston	Kanawha	Memorial Hosp	1	1	2	-	32	"457,317"	"215,164"	02	58	3
306	C084	West Virginia	Charleston	Kanawha	Memorial Hosp	1	9	5	-	-	"1,043,110"	"521,355"	06	64	3
306	B084	West Virginia	Charleston	Kanawha	Memorial Hosp	1	6	5	-	-	"438,182"	"218,059"	06	64	3
306	0001	West Virginia	Charleston	Kanawha	Memorial Hosp	1	1	1	-	246	"3,976,603"	"1,325,534"	06	48	3
306	0102	West Virginia	Charleston	Kanawha	ST Francis Care CTR	1	4	1	-	116	"3,100,062"	"1,486,236"	06	67	2
306	0035	West Virginia	Charleston	Kanawha	State Hygienic Lab	4	8	1	-	-	"585,123"	"356,925"	03	52	3
306	A058	West Virginia	Clarksburg	Harrison	Union Protestant Hosp	1	1	1	-	133	"3,395,371"	"1,622,946"	10	58	3
306	B058	West Virginia	Clarksburg	Harrison	Union Protestant Hosp	1	LTU	1	-	12	"142,210"	"71,104"	10	58	3
306	0023	West Virginia	Denmar	Pocahontas	Denmar Sanitarium	4	2	2	2	-	"67,184"	"16,000"	06	50	3
306	0013	West Virginia	Denmar	Pocahontas	Denmar Sanitarium	4	2	2	-	100	"479,913"	"159,971"	01	50	3
306	0082	West Virginia	Elkins	Randolph	Davis Memorial Hosp	1	1	2	-	22	"842,685"	"389,000"	04	63	3
306	A061	West Virginia	Elkins	Randolph	Memorial General Hosp	1	9	2	-	-	"215,965"	"107,982"	05	59	3
306	B061	West Virginia	Elkins	Randolph	Memorial General Hosp	1	1	2	-	28	"270,380"	"135,190"	05	59	3
306	0097	West Virginia	Fairlea	Greenbrier	Greenbrier CO Home	3	0	1	-	100	"1,354,605"	"482,000"	02	67	3
306	M098	West Virginia	Fairmont	Marion	Fairmont General Hosp	2	1	9	-	104	"3,612,093"	"1,796,675"	06	67	2
306	0021	West Virginia	Fairmont	Marion	Fairmont General Hosp	2	1	2	-	55	"642,625"	"380,386"	02	51	3
306	0098	West Virginia	Fairmont	Marion	Fairmont General Hosp	2	1	6	4	138	"4,788,125"	"2,344,979"	05	67	2
306	0085	West Virginia	Glen Dale	Marshall	Reynolds Memorial Hosp	1	LTU	2	-	35	"490,904"	"245,094"	12	64	3
306	0072	West Virginia	Glen Dale	Marshall	Reynolds Memorial Hosp	1	1	4	-	162	"3,779,261"	"1,879,890"	11	61	3
306	M096	West Virginia	Grafton	Taylor	Grafton City Hosp	2	1	8	4	44	"3,110,596"	"1,351,321"	05	67	3
306	L096	West Virginia	Grafton	Taylor	Grafton City Hosp	2	LTU	2	4	46	"831,655"	"333,660"	05	67	3
306	0096	West Virginia	Grafton	Taylor	Grafton City Hosp	2	1	2	-	50	"1,096,143"	"530,000"	11	69	2
306	0049	West Virginia	Grantsville	Calhoun	Calhoun CO Hosp	3	1	1	-	25	"493,000"	"300,730"	02	56	3
306	A091	West Virginia	Hinton	Summers	Summers County Hosp	3	1	1	-	45	"1,636,242"	"726,675"	03	66	3
306	B091	West Virginia	Hinton	Summers	Summers County Hosp	3	LTU	1	-	40	"806,376"	"373,570"	03	66	3
306	0011	West Virginia	Hopemont	Preston	Hopemont Sanitarium	4	2	5	4	66	"1,490,519"	"481,616"	01	50	3
306	0043	West Virginia	Huntington	Cabell	Cabell Huntington Hosp	6	1	1	8	-	"3,299,657"	"227,619"	05	55	3
306	A069	West Virginia	Huntington	Cabell	Cabell Huntington Hosp	6	1	3	-	-	"127,523"	"55,158"	06	60	3
306	0051	West Virginia	Huntington	Cabell	Cabell Huntington Hosp	6	1	5	4	-	"87,306"	"51,850"	10	56	3
306	B069	West Virginia	Huntington	Cabell	Cabell Huntington Hosp	6	9	2	-	-	"732,340"	"313,878"	06	60	3
306	0076	West Virginia	Huntington	Cabell	Cabell Huntington Hosp	6	1	5	4	60	"1,591,789"	"766,032"	11	61	3
307	0037	West Virginia	Huntington	Cabell	Cabell Huntington PHC	6	5	1	-	-	"236,488"	"142,334"	02	54	3
307	0047	West Virginia	Huntington	Cabell	Huntington ORTHO Hosp	1	4	2	-	50	"735,219"	"420,830"	03	56	3
307	0010	West Virginia	Huntington	Cabell	Huntington State Hosp	4	3	2	-	156	"502,274"	"167,425"	01	50	3
307	0019	West Virginia	Huntington	Cabell	Huntington State Hosp	4	3	2	4	25	"152,453"	"50,818"	04	50	3
307	A054	West Virginia	Huntington	Cabell	ST Marys Hosp	1	9	2	-	-	"224,054"	"110,742"	01	58	3
307	B054	West Virginia	Huntington	Cabell	ST Marys Hosp	1	1	2	-	180	"4,849,378"	"1,284,770"	01	58	3
307	0078	West Virginia	Institute	Kanawha	West Virginia Rehab CTR	4	6	2	8	-	"178,647"	"15,052"	06	62	3
307	0071	West Virginia	Institute	Kanawha	West Virginia Rehab CTR	4	6	2	-	-	"173,426"	"70,000"	11	60	3
307	0079	West Virginia	Institute	Kanawha	West Virginia Rehab CTR	4	6	2	-	-	"235,726"	"78,006"	11	62	3
307	0068	West Virginia	Institute	Kanawha	West Virginia Rehab CTR	4	6	2	-	-	"133,457"	"40,000"	10	59	3
307	0034	West Virginia	Kingwood	Preston	Preston Memorial Hosp	3	1	1	1	76	"1,588,212"	"833,006"	03	53	3
307	0017	West Virginia	Lakin	Mason	Lakin State Hosp	4	3	2	-	42	"419,560"	"138,793"	01	50	3
307	0024	West Virginia	Lakin	Mason	Lakin State Hosp	4	3	2	4	-	"142,050"	"42,050"	06	50	3
307	0020	West Virginia	Lakin	Mason	Lakin State Hosp	4	3	2	2	40	"129,780"	"43,260"	03	50	3
307	0107	West Virginia	Lakin	Mason	Lakin State Hosp	4	6	2	-	-	"269,550"	"131,399"	05	69	3
307	C103	West Virginia	Martinsburg	Berkeley	City Hosp	1	LTU	1	-	35	"1,336,981"	"606,014"	02	68	2
307	B103	West Virginia	Martinsburg	Berkeley	City Hosp	1	1	4	-	40	"1,411,977"	"542,500"	02	68	2
307	A103	West Virginia	Martinsburg	Berkeley	City Hosp	1	1	4	-	60	"2,092,759"	"900,675"	02	68	2
307	0116	West Virginia	Martinsburg	Berkeley	E Panhandle Rehab CTR	1	6	1	-	-	"341,608"	"170,804"	05	71	2
307	0064	West Virginia	Monongah	Marion	ST Barbara Mem Home	1	0	1	-	27	"300,408"	"150,204"	10	59	3
307	0095	West Virginia	Monongah	Marion	ST Barbara Mem Home	1	0	2	-	23	"339,948"	"118,596"	10	66	3
307	C115	West Virginia	Montgomery	Fayette	Montgomery General Hosp	1	LTU	2	-	46	"1,742,204"	"75,169"	06	71	2
307	A115	West Virginia	Montgomery	Fayette	Montgomery General Hosp	1	1	9	4	21	"769,814"	"384,907"	04	71	2
307	0112	West Virginia	Morgantown	Monongalia	Monongalia CO Work Shop	1	6	1	-	-	"178,359"	"89,180"	08	70	2
307	0042	West Virginia	Morgantown	Monongalia	Monongalia Gen Hosp	3	1	5	4	30	"488,737"	"211,195"	07	55	3
307	0048	West Virginia	Morgantown	Monongalia	W VA Univ Med CTR	4	1	1	-	328	"10,280,748"	"1,262,926"	06	56	3
307	B048	West Virginia	Morgantown	Monongalia	W VA Univ Med CTR	4	6	1	-	-	"1,064,823"	"485,484"	06	56	3
307	C048	West Virginia	Morgantown	Monongalia	W VA Univ Med CTR	4	9	1	-	-	"1,974,231"	"300,000"	06	56	3
307	A048	West Virginia	Morgantown	Monongalia	W VA Univ Med CTR	4	LTU	1	-	143	"1,987,282"	"985,538"	06	56	3
307	0114	West Virginia	Morgantown	Monongalia	West Virginia Univ Hosp	4	1	2	4	16	"1,720,804"	"634,808"	08	70	2
307	0039	West Virginia	Moundsville	Marshall	Marshall County Hosp	3	5	1	-	-	"126,530"	"77,183"	10	53	3
307	0057	West Virginia	New Martinsvle	Wetzel	Wetzel County Hosp	3	1	2	-	26	"153,665"	"76,832"	11	58	3
307	0031	West Virginia	New Martinsvle	Wetzel	Wetzel County Hosp	3	1	2	-	33	"448,741"	"244,501"	03	51	3
307	0060	West Virginia	Parkersburg	Wood	Camden Clark Mem Hosp	2	1	2	-	63	"802,754"	"401,000"	02	59	3
307	0038	West Virginia	Parkersburg	Wood	Camden Clark Mem Hosp	2	1	6	4	44	"1,041,262"	"427,143"	11	53	3
307	0073	West Virginia	Parkersburg	Wood	Camden Clark Mem Hosp	2	1	2	6	-	"945,319"	"471,130"	12	60	3
307	0063	West Virginia	Parkersburg	Wood	ST Josephs Hosp	1	1	5	4	132	"3,045,975"	"1,502,500"	02	60	3
308	0033	West Virginia	Parkersburg	Wood	ST Josephs Hosp	1	1	2	2	36	"1,262,707"	"770,075"	01	52	3
308	0106	West Virginia	Parkersburg	Wood	Wood County Rehab CTR	1	6	5	4	-	"117,711"	"57,740"	05	68	3
308	0067	West Virginia	Parkersburg	Wood	Wood County Rehab CTR	1	6	1	-	-	"135,564"	"67,782"	04	60	3
308	M108	West Virginia	Petersburg	Grant	Grant Memorial Hosp	3	1	3	4	-	"123,894"	"52,650"	06	70	2
308	0108	West Virginia	Petersburg	Grant	Grant Memorial Hosp	3	LTU	5	-	50	"1,386,398"	"693,199"	06	69	2
308	0050	West Virginia	Petersburg	Grant	Grant Memorial Hosp	3	1	1	-	40	"827,576"	"503,895"	04	56	3
308	0026	West Virginia	Philippi	Barbour	Broaddus Hosp	1	1	1	-	102	"1,574,315"	"960,332"	03	51	3
308	0053	West Virginia	Point Pleasant	Mason	Mason County Hosp	3	1	1	-	40	"592,983"	"361,720"	12	57	3
308	C088	West Virginia	Point Pleasant	Mason	Pleasant Valley Hosp	1	9	2	4	-	"322,972"	"157,779"	06	66	3
308	B088	West Virginia	Point Pleasant	Mason	Pleasant Valley Hosp	1	LTU	2	4	40	"721,604"	"340,732"	06	66	3
308	A088	West Virginia	Point Pleasant	Mason	Pleasant Valley Hosp	1	1	5	4	5	"362,226"	"172,280"	06	66	3
308	0111	West Virginia	Princeton	Mercer	Princeton Comm Hosp	1	1	2	-	60	"672,750"	"336,375"	06	69	3
308	0025	West Virginia	Richwood	Nicholas	Sacred Heart Hosp	1	1	1	-	60	"1,467,117"	"908,198"	10	50	3
308	B113	West Virginia	Ripley	Jackson	Jackson General Hosp	1	9	2	4	-	"45,624"	"22,812"	04	71	2
308	C113	West Virginia	Ripley	Jackson	Jackson General Hosp	1	1	3	4	-	"39,984"	"19,992"	04	71	2
308	0074	West Virginia	Ripley	Jackson	Jackson General Hosp	1	1	1	-	41	"959,334"	"445,315"	09	61	3
308	A113	West Virginia	Ripley	Jackson	Jackson General Hosp	1	LTU	2	4	25	"538,442"	"269,221"	04	71	2
308	0052	West Virginia	Romney	Hampshire	Hampshire Mem Hosp	3	1	1	-	40	"848,119"	"517,352"	12	56	3
308	0086	West Virginia	So Charleston	Kanawha	Herbert J Thomas Hosp	2	1	5	4	-	"1,012,443"	"479,029"	04	65	3
308	0009	West Virginia	So Charleston	Kanawha	Herbert J Thomas Hosp	2	1	3	-	27	"106,251"	"35,417"	06	49	3
308	0094	West Virginia	So Charleston	Kanawha	W Virginia State Lab	4	8	2	4	-	"83,374"	"41,687"	05	66	3
308	0092	West Virginia	So Charleston	Kanawha	W Virginia State Lab	4	8	2	4	-	"67,721"	"33,861"	06	65	3
308	B101	West Virginia	Spencer	Roane	Spencer Hosp	1	LTU	1	-	40	"1,018,473"	"499,675"	05	67	3
308	0014	West Virginia	Spencer	Roane	Spencer Hosp	4	3	2	-	80	"704,591"	"229,119"	01	50	3
308	A101	West Virginia	Spencer	Roane	Spencer Hosp	1	1	1	-	40	"1,250,735"	"613,680"	05	67	3
308	0015	West Virginia	Spencer	Roane	Spencer Hosp	4	3	2	4	-	"121,000"	"40,333"	01	50	3
308	0087	West Virginia	Summersville	Nicholas	Summersville NRSNG Home	2	0	1	-	80	"1,420,491"	"560,000"	03	65	3
308	0109	West Virginia	Thomas	Tucker	Cortland Acres Nursing	1	0	1	-	60	"1,578,869"	"670,243"	05	71	1
308	0041	West Virginia	Triadelphia	Ohio	Ohio County TB San	3	2	2	2	-	"94,414"	"56,355"	02	56	3
308	0104	West Virginia	Triadelphia	Ohio	Roneys Point Workshop	4	6	1	-	-	"469,518"	"234,759"	06	67	2
308	0105	West Virginia	Wayne	Wayne	Wayne County PHC	3	5	4	-	-	"327,442"	"163,514"	07	68	3
308	0004	West Virginia	Webster Sprgs	Webster	County Memorial Hosp	3	1	1	-	31	"518,643"	"322,356"	09	50	3
308	0022	West Virginia	Weirton	Hancock	Weirton Hosp	2	1	1	2	134	"3,708,865"	"2,310,252"	08	50	3
308	0016	West Virginia	Weston	Lewis	Weston State Hosp	4	3	2	-	121	"410,351"	"136,784"	01	50	3
308	0044	West Virginia	Wheeling	Ohio	City County PHC	6	5	4	-	-	"2,619,533"	"76,799"	06	56	3
308	0059	West Virginia	Wheeling	Ohio	Ohio Valley Gen Hosp	1	1	5	6	-	"1,788,913"	"851,527"	11	58	3
308	0036	West Virginia	Wheeling	Ohio	Ohio Valley Gen Hosp	1	1	5	4	153	"5,544,882"	"1,261,972"	03	53	3
309	M093	West Virginia	Wheeling	Ohio	Ohio Valley Gen Hosp	1	1	3	4	-	"711,142"	"341,152"	04	67	3
309	0077	West Virginia	Wheeling	Ohio	Peterson Place	1	LTU	4	-	176	"2,489,216"	"1,218,518"	03	62	3
309	0062	West Virginia	Wheeling	Ohio	Wheeling Hosp	1	1	2	-	41	"1,264,696"	"625,976"	10	59	3
309	0100	West Virginia	Wilcoe	Mcdowell	Mcdowell County PHC	3	5	1	-	-	"331,279"	"150,000"	04	67	3
309	0015	Wisconsin	Algoma	Kewaunee	Algoma Memorial Hosp	2	1	1	-	30	"427,855"	"190,088"	08	49	3
309	A015	Wisconsin	Algoma	Kewaunee	Algoma Memorial Hosp	2	1	5	4	16	"127,235"	"50,768"	03	56	3
309	0163	Wisconsin	Algoma	Kewaunee	Algoma Memorial Hosp	2	LTU	2	-	41	"787,442"	"289,144"	12	66	3
309	0138	Wisconsin	Amery	Polk	Apple River Valley Mem	1	1	5	4	19	"426,270"	"170,154"	03	64	3
309	0053	Wisconsin	Amery	Polk	Apple River Valley Mem	1	1	1	-	35	"475,146"	"188,618"	10	54	3
309	0021	Wisconsin	Antigo	Langlade	Langlade CO Hosp	1	1	5	4	39	"1,257,788"	"560,869"	08	52	3
309	0098	Wisconsin	Appleton	Outagamie	Appleton Nursing Home	1	0	1	-	26	"724,325"	"117,094"	02	60	3
309	0108	Wisconsin	Appleton	Outagamie	ST Elizabeths Hosp	1	1	5	-	51	"8,794,180"	"484,732"	07	63	3
309	0188	Wisconsin	Ashland	Ashland	Memorial Mecical CTR	1	1	4	-	101	"4,755,380"	"1,600,000"	01	70	2
309	0106	Wisconsin	Baraboo	Sauk	ST Clare Hosp	1	1	1	-	89	"3,176,758"	"1,244,621"	04	61	3
309	0097	Wisconsin	Beaver Dam	Dodge	Lutheran Hosp	1	LTU	5	4	40	"655,528"	"259,645"	11	59	3
309	0057	Wisconsin	Beloit	Rock	Beloit Memorial Hosp	2	1	5	4	45	"1,392,081"	"292,378"	11	54	3
309	0160	Wisconsin	Beloit	Rock	Beloit Memorial Hosp	1	1	4	-	180	"11,869,902"	"3,346,131"	09	66	3
309	0177	Wisconsin	Berlin	Green Lake	Berlin Memorial Hosp	1	1	4	-	61	"2,937,500"	"1,165,000"	05	69	2
309	0090	Wisconsin	Berlin	Green Lake	Berlin Memorial Hosp	1	LTU	2	4	30	"371,586"	"140,959"	03	63	3
309	0029	Wisconsin	Berlin	Green Lake	Berlin Memorial Hosp	1	1	7	-	17	"429,228"	"190,472"	03	50	3
309	0149	Wisconsin	BLK River FLS	Jackson	Black River Mem Hosp	1	1	4	-	70	"2,061,977"	"807,299"	11	65	3
309	0161	Wisconsin	Boscobel	Grant	Boscobel Mem Hosp	1	LTU	5	4	54	"1,032,625"	"362,563"	08	66	3
309	0014	Wisconsin	Boscobel	Grant	Memorial Hosp	1	1	4	-	27	"436,490"	"195,717"	11	50	3
309	A014	Wisconsin	Boscobel	Grant	Memorial Hosp	1	1	5	4	4	"41,474"	"15,501"	03	57	3
309	0181	Wisconsin	Burlington	Racine	Memorial Hosp	1	LTU	5	4	64	"2,621,000"	"1,048,400"	02	69	2
309	0013	Wisconsin	Burlington	Racine	Memorial Hosp	1	1	2	-	37	"506,486"	"227,097"	01	49	3
309	A013	Wisconsin	Burlington	Racine	Memorial Hosp	1	1	5	-	46	"1,560,995"	"553,425"	03	57	3
309	0052	Wisconsin	Chilton	Calumet	Calumet Memorial Hosp	1	1	1	-	36	"522,091"	"208,837"	10	54	3
309	A052	Wisconsin	Chilton	Calumet	Calumet Memorial Hosp	1	1	5	4	26	"769,454"	"304,831"	12	61	3
309	0179	Wisconsin	Clintonville	Waupaca	Clintonville Comm Hosp	1	1	5	4	22	"2,041,420"	"815,768"	05	69	2
309	0002	Wisconsin	Clintonville	Waupaca	William Finney Mem Hosp	2	1	4	-	50	"800,462"	"262,299"	04	48	3
309	0065	Wisconsin	Columbus	Columbia	ST Marys Hosp	1	1	5	4	54	"778,418"	"310,585"	03	56	3
309	0058	Wisconsin	Cudahy	Milwaukee	Trinity Memorial Hosp	1	1	1	-	96	"1,985,885"	"790,897"	04	56	3
309	0005	Wisconsin	Darlington	Lafayette	Lafayette CO Mem Hosp	1	1	1	-	33	"498,363"	"220,439"	08	49	3
309	0105	Wisconsin	Darlington	Lafayette	Lafayette CO NRSNG Home	3	0	1	-	60	"598,736"	"237,436"	09	60	3
310	0011	Wisconsin	Dodgeville	Iowa	ST Josephs Hosp	1	1	2	-	43	"544,187"	"231,633"	06	49	3
310	0075	Wisconsin	Durand	Pepin	ST Benedict Comm Hosp	1	LTU	2	-	30	"349,418"	"139,459"	02	57	3
310	0016	Wisconsin	Durand	Pepin	ST Benedict Comm Hosp	1	1	1	-	40	"621,664"	"279,220"	11	49	3
310	0091	Wisconsin	Eagle River	Vilas	Eagle River Mem Hosp	1	1	1	-	25	"417,484"	"160,879"	12	59	3
310	0187	Wisconsin	Eau Claire	Eau Claire	Eau Claire PHC	3	5	4	-	-	"2,830,059"	"220,740"	12	69	2
310	0023	Wisconsin	Eau Claire	Eau Claire	Luther Hosp	1	1	5	-	51	"812,067"	"268,382"	08	49	3
310	A069	Wisconsin	Eau Claire	Eau Claire	Luther Hosp	1	LTU	2	-	26	"225,388"	"90,155"	03	57	3
310	D069	Wisconsin	Eau Claire	Eau Claire	Luther Hosp	1	1	2	4	95	"1,298,014"	"518,631"	08	60	3
310	B069	Wisconsin	Eau Claire	Eau Claire	Luther Hosp	1	9	2	-	-	"605,568"	"110,821"	09	56	3
310	0102	Wisconsin	Eau Claire	Eau Claire	Sacred Heart Hosp	1	1	1	-	257	"10,040,903"	"3,794,081"	10	60	3
310	0169	Wisconsin	Edgerton	Rock	Memorial Comm Hosp	1	LTU	2	-	81	"2,262,406"	"904,962"	09	67	2
310	0066	Wisconsin	Edgerton	Rock	Memorial Comm Hosp	1	1	5	4	38	"578,193"	"228,925"	03	56	3
310	0112	Wisconsin	Fond DU Lac	Fond DU Lac	ST Agnes Hosp	1	9	2	8	-	"122,738"	"36,265"	04	62	3
310	0050	Wisconsin	Friendship	Adams	Adams CO Mem Hosp	1	1	1	-	20	"289,766"	"115,179"	12	57	3
310	0136	Wisconsin	Friendship	Adams	Adams CO Mem Hosp	1	LTU	5	4	38	"453,452"	"176,231"	03	64	3
310	0003	Wisconsin	FT Atkinson	Jefferson	FT Atkinson Mem Hosp	1	1	1	-	62	"952,688"	"313,496"	03	48	3
310	A003	Wisconsin	FT Atkinson	Jefferson	FT Atkinson Mem Hosp	1	1	2	-	32	"822,353"	"320,591"	10	57	3
310	0171	Wisconsin	Grantsburg	Burnett	Grantsburg Hosp	1	LTU	5	4	53	"981,000"	"392,400"	08	67	3
310	0084	Wisconsin	Grantsburg	Burnett	Grantsburg Hosp	1	1	8	4	30	"495,814"	"194,841"	12	58	3
310	0051	Wisconsin	Green Bay	Brown	Bellin Memorial Hosp	1	1	5	4	74	"1,412,234"	"389,036"	01	54	3
310	0131	Wisconsin	Green Bay	Brown	Bellin Memoria Hosp	1	LTU	7	-	74	"1,035,516"	"414,206"	02	64	3
310	A051	Wisconsin	Green Bay	Brown	Bellin Memorial Hosp	1	1	4	2	-	"325,132"	"142,274"	06	54	3
310	0060	Wisconsin	Green Bay	Brown	ST Vincent Hosp	1	LTU	2	-	52	"523,647"	"209,459"	06	56	3
310	0064	Wisconsin	Hartford	Washington	ST Josephs Hosp	1	1	5	4	24	"968,106"	"386,858"	03	56	3
310	0038	Wisconsin	Hayward	Sawyer	Haywood Memorial Hosp	1	1	5	4	27	"321,682"	"137,326"	12	50	3
310	0168	Wisconsin	Hayward	Sawyer	Haywood Memorial Hosp	1	LTU	5	4	76	"1,260,000"	"504,000"	02	68	2
310	A037	Wisconsin	Hillsboro	Vernon	ST Josephs Mem Hosp	1	LTU	7	4	31	"412,780"	"156,087"	11	57	3
310	0037	Wisconsin	Hillsbord	Vernon	ST Josephs Mem Hosp	1	1	1	-	30	"538,716"	"233,423"	09	50	3
310	0182	Wisconsin	Hillsboro	Vernon	ST Josephs Mem Hosp	1	LTU	5	4	44	"1,256,000"	"502,400"	04	69	2
310	0086	Wisconsin	Kenosha	Kenosha	ST Catherine Hosp	1	1	5	-	115	"4,349,310"	"1,686,534"	11	58	3
310	0024	Wisconsin	La Crosse	La Crosse	La Crosse Luth Hosp	1	1	5	4	64	"974,698"	"382,538"	08	49	3
310	0088	Wisconsin	La Crosse	La Crosse	ST Francis Hosp	1	1	5	4	170	"5,570,934"	"616,619"	02	59	3
310	0110	Wisconsin	Ladysmith	Rusk	ST Joseph On Flambeau	1	LTU	2	-	75	"1,698,107"	"574,891"	02	62	3
310	0047	Wisconsin	Lancaster	Grant	Memorial Hosp	2	1	1	-	33	"596,663"	"268,498"	06	53	3
310	A047	Wisconsin	Lancaster	Grant	Memorial Hosp	2	1	5	4	22	"296,538"	"118,615"	10	59	3
310	0101	Wisconsin	Madison	Dane	Central Wisc Colony	4	6	2	-	-	"2,768,397"	"372,157"	04	60	3
310	0007	Wisconsin	Madison	Dane	Madison General Hosp	2	1	2	-	112	"2,642,248"	"482,716"	04	48	3
311	R103	Wisconsin	Madison	Dane	Madison General Hosp	1	6	2	-	-	"1,601,144"	"488,363"	10	60	3
311	0103	Wisconsin	Madison	Dane	Madison General Hosp	1	1	2	-	40	"523,246"	"209,298"	10	60	3
311	0100	Wisconsin	Madison	Dane	Methodist Hosp	1	1	2	6	-	"691,970"	"271,296"	11	59	3
311	0056	Wisconsin	Madison	Dane	St Marys Hosp	1	1	3	4	19	"385,299"	"153,773"	02	55	3
311	0025	Wisconsin	Madison	Dane	State Dept Of Hlth La	4	8	5	-	-	"1,683,418"	"757,388"	09	49	3
311	0114	Wisconsin	Madison	Dane	University Hosp	4	9	2	-	-	"438,998"	"109,113"	08	62	3
311	D129	Wisconsin	Manitowoc	Manitowoc	Holy Family Hosp	1	9	2	-	-	"859,755"	"343,902"	07	63	3
311	0129	Wisconsin	Manitowoc	Manitowoc	Holy Family Hosp	1	1	2	4	34	"602,669"	"241,067"	07	63	3
311	A120	Wisconsin	Marinette	Marinette	Marinette Gen Hosp	3	LTU	2	-	40	"842,020"	"330,925"	09	63	3
311	0183	Wisconsin	Marinette	Marinette	Marinette Gen Hosp	3	LTU	2	4	58	"1,422,506"	"515,933"	03	69	2
311	0095	Wisconsin	Marshfield	Wood	St Joseph Hosp	1	1	5	4	78	"5,192,432"	"1,006,020"	07	60	3
311	0116	Wisconsin	Mauston	Juneau	Hess Memorial Hosp	1	1	4	-	33	"608,716"	"241,227"	10	62	3
311	0083	Wisconsin	Medford	Taylor	Memorial Hosp	1	1	1	-	50	"953,874"	"380,575"	10	59	3
311	0157	Wisconsin	Medford	Taylor	Taylor Co Mem Hosp	1	LTU	2	4	60	"865,786"	"339,279"	07	66	3
311	0128	Wisconsin	Menomonee Fls	Waukesha	Community Memorial Hosp	1	1	1	-	61	"1,664,701"	"655,023"	02	63	3
311	A009	Wisconsin	Menomonie	Dunn	Memorial Hosp	6	1	5	4	50	"805,247"	"306,002"	10	59	3
311	0130	Wisconsin	Menomonie	Dunn	Memorial Hosp	6	LTU	5	4	66	"734,952"	"292,894"	03	63	3
311	0009	Wisconsin	Menomonie	Dunn	Memorial Hosp	6	1	2	-	33	"472,921"	"142,181"	05	49	3
311	0193	Wisconsin	Merrill	Lincoln	Holy Cross Hosp	1	1	2	4	82	"2,600,000"	"480,000"	04	71	2
311	0132	Wisconsin	Milwaukee	Milwaukee	Columbia Hosp	1	9	2	-	-	"1,967,497"	"786,998"	05	63	3
311	0033	Wisconsin	Milwaukee	Milwaukee	Columbia Hosp	1	1	5	-	112	"1,253,479"	"141,540"	02	50	3
311	0186	Wisconsin	Milwaukee	Milwaukee	Curative Workshop	1	6	4	-	-	"5,242,282"	"520,280"	05	70	2
311	0073	Wisconsin	Milwaukee	Milwaukee	Curative Workshop	1	6	3	-	-	"97,632"	"39,053"	05	56	3
311	0151	Wisconsin	Milwaukee	Milwaukee	De Paul Rehab Hosp	1	6	4	-	-	"1,720,959"	"637,437"	12	65	3
311	0072	Wisconsin	Milwaukee	Milwaukee	Marquette Univ Dental	1	6	2	-	-	"793,376"	"117,947"	05	56	3
311	0082	Wisconsin	Milwaukee	Milwaukee	Milwaukee Childrens	1	9	2	-	-	"788,262"	"315,304"	01	58	3
311	0031	Wisconsin	Milwaukee	Milwaukee	St Francis Hosp	1	1	1	8	-	"5,342,152"	"100,000"	04	56	3
311	0133	Wisconsin	Milwaukee	Milwaukee	St Josephs Hosp	1	9	5	-	-	"2,062,452"	"824,981"	05	63	3
311	0127	Wisconsin	Milwaukee	Milwaukee	St Lukes Hosp	1	6	2	-	-	"1,381,367"	"552,546"	05	63	3
311	0030	Wisconsin	Milwaukee	Milwaukee	St Lukes Hosp	1	1	2	-	153	"2,713,794"	"1,042,159"	04	50	3
